YB,l,b,---,HIGALBM,[CUS2014],CORNISH,CType,RMS,RType,WISE,WType
1459,35.38672955,0.134357411,       ,              ,                ,                 ,               ,0,                    ,               , 
1460,35.39852451,0.024834015,HIGALBM,35.3985+0.0255,G035.3989+0.0255,                 ,               ,0,                    ,G035.398+00.025,Q
1461,35.41153661,-0.843194604,HIGALBM,35.4123-0.8424,                ,                 ,               ,0,                    ,G035.408-00.844,Q
1462,35.45185565,-0.294487464,HIGALBM,35.4521-0.2942,G035.4529-0.2951,                 ,               ,4916,HII region          ,               , 
1463,35.45631062,0.243386894,       ,              ,                ,                 ,               ,0,                    ,               , 
1464,35.46665725,0.137781246,HIGALBM,35.4673+0.1392,G035.4667+0.1403,G035.4669+00.1394,UCHII          ,3276,HII region          ,G035.467+00.139,K
1465,35.46989062,0.361566316,HIGALBM,35.4704+0.3621,                ,                 ,               ,0,                    ,               , 
1466,35.4716443,-0.43632581,HIGALBM,35.4718-0.4358,                ,G035.4719-00.4365,PN             ,3301,PN                  ,               , 
1467,35.48227304,-0.043198022,HIGALBM,35.4823-0.0433,                ,                 ,               ,0,                    ,               , 
1468,35.48908394,-0.011039226,       ,              ,                ,                 ,               ,0,                    ,G035.486-00.013,G
1469,35.49489582,-0.077074989,HIGALBM,35.4952-0.0768,                ,                 ,               ,0,                    ,G035.496-00.077,Q
1470,35.51392671,-0.389364143,HIGALBM,35.5136-0.3890,                ,                 ,               ,0,                    ,               , 
1471,35.51677631,-0.031022798,HIGALBM,35.5160-0.0325,G035.5175-0.0342,                 ,               ,0,                    ,G035.516-00.031,Q
1472,35.52663208,-0.145399357,HIGALBM,35.5257-0.1402,                ,                 ,               ,0,                    ,G035.530-00.146,Q
1473,35.54945546,-0.358344939,       ,              ,                ,                 ,               ,0,                    ,               , 
1474,35.554836,0.014510223,       ,              ,                ,                 ,               ,0,                    ,G035.554+00.014,Q
1475,35.56260359,0.078355075,HIGALBM,35.5630+0.0784,                ,                 ,               ,0,                    ,               , 
1476,35.57326042,0.069627955,HIGALBM,35.5737+0.0677,G035.5767+0.0676,G035.5734+00.0679,HII-Region     ,3281,HII region          ,G035.571+00.071,K
1477,35.57762786,-0.585209485,HIGALBM,35.5768-0.5850,G035.5751-0.5856,                 ,               ,0,                    ,G035.576-00.586,Q
1478,35.57796727,-0.029885579,HIGALBM,35.5783-0.0303,G035.5786-0.0312,G035.5781-00.0305,UCHII          ,3288,HII region          ,G035.576-00.032,K
1479,35.57797752,0.048704242,HIGALBM,35.5779+0.0489,G035.5779+0.0481,                 ,               ,0,                    ,G035.575+00.047,G
1480,35.59756163,-0.114823721,HIGALBM,35.5978-0.1140,                ,                 ,               ,0,                    ,               , 
1481,35.60148757,-0.203350331,HIGALBM,35.6038-0.2017,G035.6050-0.2024,                 ,               ,0,                    ,               , 
1482,35.63971046,0.294687516,HIGALBM,35.6401+0.2944,                ,                 ,               ,0,                    ,               , 
1483,35.67340703,-0.245525116,HIGALBM,35.6736-0.2441,G035.6731-0.2476,                 ,               ,0,                    ,               , 
1484,35.67899916,0.301923425,HIGALBM,35.6792+0.3020,                ,                 ,               ,0,                    ,               , 
1485,35.72105125,-0.929696314,       ,              ,                ,                 ,               ,0,                    ,G035.722-00.927,Q
1486,35.7459999,0.157549607,HIGALBM,35.7464+0.1568,G035.7493+0.1539,                 ,               ,0,                    ,G035.745+00.157,C
1487,35.82308667,-0.869061956,HIGALBM,35.8268-0.8647,                ,                 ,               ,0,                    ,G035.824-00.869,Q
1488,35.83050963,-0.193046943,       ,              ,                ,                 ,               ,0,                    ,               , 
1489,35.84026105,-0.147084893,       ,              ,                ,                 ,               ,0,                    ,               , 
1490,35.94843722,-0.14748945,HIGALBM,35.9488-0.1457,G035.9494-0.1462,                 ,               ,3300,HII region          ,G035.948-00.149,K
1491,36.03871208,0.264916216,HIGALBM,36.0331+0.2651,                ,                 ,               ,0,                    ,               , 
1492,36.17462896,-0.305692429,       ,              ,                ,                 ,               ,0,                    ,               , 
1493,36.22184678,0.072993682,HIGALBM,36.2218+0.0730,                ,                 ,               ,0,                    ,G036.220+00.070,Q
1494,36.33659543,-0.213205052,       ,              ,                ,                 ,               ,0,                    ,G036.338-00.213,Q
1495,36.35661686,-0.700599831,HIGALBM,36.3570-0.6999,                ,                 ,               ,0,                    ,               , 
1496,36.37207953,0.642316304,HIGALBM,36.3778+0.6397,G036.3743+0.6394,                 ,               ,0,                    ,               , 
1497,36.37995026,0.797446513,       ,              ,                ,                 ,               ,0,                    ,               , 
1498,36.38311086,0.793029739,       ,              ,G036.3851+0.7876,                 ,               ,0,                    ,               , 
1499,36.38923861,0.385458073,       ,              ,                ,                 ,               ,0,                    ,               , 
1500,36.40597411,0.023951573,HIGALBM,36.4064+0.0225,G036.4063+0.0217,G036.4057+00.0226,UCHII          ,3302,HII region          ,G036.405+00.021,K
1501,36.40767677,0.130764663,HIGALBM,36.4084+0.1308,                ,                 ,               ,0,                    ,               , 
1502,36.47968916,0.086642406,       ,              ,                ,                 ,               ,0,                    ,G036.480+00.085,Q
1503,36.47999364,-0.271865125,HIGALBM,36.4826-0.2684,                ,                 ,               ,0,                    ,               , 
1504,36.49806426,0.732175496,HIGALBM,36.4984+0.7321,                ,                 ,               ,0,                    ,               , 
1505,36.51376806,0.98642074,HIGALBM,36.5141+0.9860,                ,                 ,               ,0,                    ,               , 
1506,36.55360562,-0.543719584,HIGALBM,36.5534-0.5435,                ,                 ,               ,0,                    ,               , 
